,topic,user_email,start_time,end_time,duration,total_minutes,participants_count
484,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-07-28T16:19:15Z,2020-07-28T19:14:15Z,176,1672,16
485,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-05-12T16:25:28Z,2020-05-12T19:00:20Z,155,1518,13
486,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-11-24T17:26:20Z,2020-11-24T20:21:42Z,176,3847,35
487,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-03-17T17:23:54Z,2020-03-17T20:00:18Z,157,1376,20
488,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2021-02-16T17:25:42Z,2021-02-16T20:07:43Z,163,4114,34
489,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-12-29T17:24:21Z,2020-12-29T20:16:16Z,172,1211,10
490,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-10-13T16:11:49Z,2020-10-13T19:11:05Z,180,2934,27
491,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-03-31T16:15:41Z,2020-03-31T18:59:59Z,165,2863,66
492,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-03-24T17:15:27Z,2020-03-24T20:05:14Z,170,3583,58
493,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-10-27T17:20:13Z,2020-10-27T19:45:58Z,146,1052,17
494,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-08-04T16:26:03Z,2020-08-04T19:09:57Z,164,1481,17
495,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-08-18T16:24:17Z,2020-08-18T19:01:04Z,157,1020,15
496,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-11-10T17:12:36Z,2020-11-10T20:16:34Z,184,6422,58
497,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-11-03T17:30:23Z,2020-11-03T20:02:09Z,152,1533,17
498,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-06-23T16:28:31Z,2020-06-23T19:04:15Z,156,1055,8
499,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-03-22T06:51:01Z,2020-03-22T06:59:21Z,9,15,4
500,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-08-25T16:28:46Z,2020-08-25T20:34:52Z,247,707,7
501,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-06-09T16:26:13Z,2020-06-09T18:57:44Z,152,1216,12
502,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-11-17T17:18:42Z,2020-11-17T20:50:24Z,212,4712,39
503,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-09-01T16:18:45Z,2020-09-01T19:05:12Z,167,1298,13
504,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-12-22T17:25:59Z,2020-12-22T19:58:36Z,153,920,8
505,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-04-07T16:24:35Z,2020-04-07T19:00:05Z,156,1553,23
506,Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-09-15T16:22:44Z,2020-09-15T19:21:56Z,180,7207,59
507,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-12-23T16:06:22Z,2020-12-23T19:32:42Z,207,5070,37
508,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-08-12T14:56:20Z,2020-08-12T18:04:48Z,189,4919,47
509,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-08-05T14:48:37Z,2020-08-05T18:10:30Z,202,5055,49
510,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-03-25T15:42:06Z,2020-03-25T19:19:23Z,218,10166,268
511,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-10-28T15:51:59Z,2020-10-28T19:08:36Z,197,4211,37
512,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-09-09T15:01:11Z,2020-09-09T18:09:44Z,189,4076,44
513,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-12-09T16:00:03Z,2020-12-09T19:14:35Z,195,5994,47
514,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-08-26T14:57:13Z,2020-08-26T18:04:10Z,187,3317,24
515,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-02-17T15:57:08Z,2021-02-17T19:30:31Z,214,5802,59
516,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-07-29T15:00:04Z,2020-07-29T18:11:37Z,192,5303,49
517,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-01-27T15:52:20Z,2021-01-27T18:58:19Z,186,3480,26
518,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-11-04T16:00:40Z,2020-11-04T19:13:33Z,193,3639,29
519,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-11-25T15:59:36Z,2020-11-25T19:42:06Z,223,7150,55
520,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-06-24T14:46:21Z,2020-06-24T18:41:50Z,236,4210,27
521,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-09-23T15:00:13Z,2020-09-24T21:00:13Z,1800,9195,68
522,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-07-01T14:57:33Z,2020-07-01T18:06:58Z,190,2728,22
523,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-06-17T15:00:33Z,2020-06-17T18:14:05Z,194,4758,36
524,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-03-24T16:03:00Z,2021-03-24T19:16:40Z,194,3897,27
525,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-01-06T15:58:42Z,2021-01-06T19:31:14Z,213,4715,34
526,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-05-06T14:50:42Z,2020-05-06T19:44:34Z,294,6778,56
527,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-03-17T16:01:37Z,2021-03-17T19:50:18Z,229,4847,33
528,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-07-08T14:56:07Z,2020-07-08T18:16:02Z,200,3153,22
529,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-11-18T16:00:02Z,2020-11-18T19:33:09Z,214,8056,62
530,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-12-16T15:58:46Z,2020-12-16T19:21:21Z,203,4239,32
531,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-03-18T15:59:09Z,2020-03-18T19:27:27Z,209,13696,300
532,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-06-03T14:44:41Z,2020-06-03T18:45:38Z,241,4845,35
533,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-09-02T15:01:50Z,2020-09-02T18:16:20Z,195,4570,45
534,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-03-10T15:52:22Z,2021-03-10T19:53:37Z,242,4969,39
535,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-06-10T14:56:28Z,2020-06-10T19:16:48Z,261,5008,32
536,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-05-27T14:51:30Z,2020-05-27T18:10:59Z,200,5017,36
537,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-07-22T14:58:23Z,2020-07-22T18:09:42Z,192,7164,75
538,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-12-30T16:02:25Z,2020-12-30T20:20:32Z,259,4097,32
539,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-08-19T15:01:04Z,2020-08-19T17:59:03Z,178,4088,35
540,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-09-16T14:56:47Z,2020-09-16T18:04:47Z,189,7347,61
541,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-01-20T16:01:59Z,2021-01-20T19:47:58Z,226,5058,38
542,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-05-20T14:50:55Z,2020-05-20T18:11:50Z,201,5304,47
543,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-02-03T16:02:01Z,2021-02-03T19:43:15Z,222,10318,85
544,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-04-01T15:03:31Z,2020-04-01T18:31:03Z,208,10187,228
545,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-11-11T16:01:12Z,2020-11-11T19:37:37Z,217,9845,73
546,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-09-30T14:53:16Z,2020-09-30T18:15:08Z,202,6808,72
547,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-07-15T15:01:25Z,2020-07-15T18:07:12Z,186,2957,33
548,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-05-13T14:49:05Z,2020-05-13T18:31:44Z,223,5086,47
549,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-03-03T15:57:11Z,2021-03-03T19:11:46Z,195,4723,45
550,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-02-10T16:01:33Z,2021-02-10T19:24:29Z,203,6867,54
551,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-02-24T16:02:18Z,2021-02-24T18:46:46Z,165,4731,45
552,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-12-02T16:06:09Z,2020-12-02T19:03:21Z,178,5560,51
553,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-01-13T16:02:21Z,2021-01-13T19:49:12Z,227,5411,38
554,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-10-14T15:01:12Z,2020-10-14T18:13:58Z,193,4851,42
555,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-10-21T15:00:44Z,2020-10-21T18:34:47Z,215,5256,37
556,"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-04-22T14:25:15Z,2020-04-22T18:51:33Z,267,8264,193
557,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-09-14T14:51:20Z,2020-09-14T18:41:15Z,230,6426,52
558,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-03-22T16:22:52Z,2021-03-22T19:29:23Z,187,1835,17
559,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-10-26T16:10:11Z,2020-10-26T19:37:17Z,208,2243,22
560,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-08-24T14:58:42Z,2020-08-24T18:38:54Z,221,2305,15
561,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-11-23T16:15:31Z,2020-11-23T19:36:38Z,202,2549,24
562,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-12-07T16:27:33Z,2020-12-07T19:40:21Z,193,1852,19
563,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-01-18T16:27:54Z,2021-01-18T19:21:02Z,174,1304,13
564,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-03-08T16:17:24Z,2021-03-08T19:30:47Z,194,1493,13
565,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-04-05T15:25:54Z,2021-04-05T18:34:43Z,189,1953,20
566,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-07-16T13:23:22Z,2020-07-16T13:38:50Z,16,23,2
567,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-01-11T16:15:25Z,2021-01-11T19:32:52Z,198,1455,15
568,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-09-07T14:41:19Z,2020-09-07T18:40:35Z,240,1422,9
569,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-10-19T15:19:46Z,2020-10-19T18:35:27Z,196,3710,35
570,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-07-27T15:06:42Z,2020-07-27T18:40:12Z,214,1702,11
571,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-02-22T16:23:25Z,2021-02-22T19:34:28Z,192,1552,19
572,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-11-30T16:19:55Z,2020-11-30T19:39:09Z,200,2313,21
573,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-11-02T16:19:30Z,2020-11-02T19:33:39Z,195,2124,21
574,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-02-08T16:20:28Z,2021-02-08T19:30:48Z,191,2505,23
575,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-07-16T13:52:25Z,2020-07-16T14:12:58Z,21,41,3
576,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-02-15T16:29:03Z,2021-02-15T19:35:49Z,187,2584,21
577,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-01-04T16:19:17Z,2021-01-04T19:28:46Z,190,1582,21
578,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-03-15T16:18:25Z,2021-03-15T19:33:20Z,195,1846,15
579,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-07-20T15:07:25Z,2020-07-20T18:45:57Z,219,2969,22
580,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-08-03T15:20:24Z,2020-08-03T19:13:05Z,233,1884,12
581,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-10-12T14:57:05Z,2020-10-12T18:36:30Z,220,3965,31
582,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-03-01T16:26:55Z,2021-03-01T19:30:20Z,184,1854,19
583,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-08-10T15:13:59Z,2020-08-10T18:46:52Z,213,1581,12
584,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-01-25T16:25:51Z,2021-01-25T19:29:16Z,184,1021,9
585,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-08-17T12:54:18Z,2020-08-17T18:40:39Z,347,2010,15
586,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-12-21T16:15:37Z,2020-12-21T19:27:32Z,192,1535,11
587,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-11-09T16:20:56Z,2020-11-09T19:34:37Z,194,3303,34
588,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-11-16T16:18:32Z,2020-11-16T19:33:37Z,196,2704,25
589,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-09-21T15:06:53Z,2020-09-21T18:36:47Z,210,4453,49
590,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-12-14T16:19:28Z,2020-12-14T19:26:17Z,187,1265,12
591,Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-12-28T16:25:53Z,2020-12-28T19:28:55Z,184,1137,8
592,WeWork Sunday Hacknights,branch30@she-codes.org,2020-12-13T16:26:59Z,2020-12-13T20:01:02Z,215,1572,14
593,WeWork Sunday Hacknights,branch30@she-codes.org,2021-01-17T16:31:35Z,2021-01-17T19:46:26Z,195,1136,13
594,WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-05T15:22:01Z,2020-07-05T19:01:49Z,220,1698,15
595,WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-19T18:07:28Z,2020-07-19T18:43:55Z,37,840,35
596,WeWork Sunday Hacknights,branch30@she-codes.org,2020-10-11T15:29:33Z,2020-10-11T18:57:50Z,209,4556,36
597,WeWork Sunday Hacknights,branch30@she-codes.org,2020-08-23T15:32:50Z,2020-08-23T19:52:26Z,260,5544,37
598,WeWork Sunday Hacknights,branch30@she-codes.org,2020-10-25T16:29:38Z,2020-10-25T19:58:41Z,210,5583,38
599,WeWork Sunday Hacknights,branch30@she-codes.org,2021-04-04T15:30:09Z,2021-04-04T18:58:24Z,209,2758,21
600,WeWork Sunday Hacknights,branch30@she-codes.org,2021-01-10T16:28:38Z,2021-01-10T19:36:32Z,188,1555,19
601,WeWork Sunday Hacknights,branch30@she-codes.org,2020-11-01T16:28:38Z,2020-11-01T19:47:42Z,200,3757,35
602,WeWork Sunday Hacknights,branch30@she-codes.org,2021-01-31T16:17:41Z,2021-01-31T20:00:18Z,223,7192,59
603,WeWork Sunday Hacknights,branch30@she-codes.org,2020-06-14T15:25:25Z,2020-06-14T18:30:44Z,186,1421,14
604,WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-19T18:05:17Z,2020-07-19T18:05:53Z,1,5,15
605,WeWork Sunday Hacknights,branch30@she-codes.org,2021-02-18T11:36:21Z,2021-02-18T11:57:43Z,22,37,2
606,WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-12T15:29:17Z,2020-07-12T18:35:45Z,187,673,9
607,WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-19T18:01:21Z,2020-07-19T18:02:22Z,2,11,18
608,WeWork Sunday Hacknights,branch30@she-codes.org,2020-05-31T15:28:36Z,2020-05-31T19:10:32Z,222,2374,23
609,WeWork Sunday Hacknights,branch30@she-codes.org,2020-09-06T15:32:22Z,2020-09-06T18:34:19Z,182,3674,27
610,WeWork Sunday Hacknights,branch30@she-codes.org,2021-01-24T16:30:54Z,2021-01-24T19:29:01Z,179,1134,10
611,WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-19T15:24:00Z,2020-07-19T17:57:43Z,154,7380,72
612,WeWork Sunday Hacknights,branch30@she-codes.org,2020-08-02T15:26:48Z,2020-08-02T18:45:07Z,199,7964,56
613,WeWork Sunday Hacknights,branch30@she-codes.org,2020-12-27T16:29:28Z,2020-12-27T19:49:39Z,201,1949,18
614,WeWork Sunday Hacknights,branch30@she-codes.org,2021-02-28T16:31:29Z,2021-02-28T19:48:25Z,197,4277,30
615,WeWork Sunday Hacknights,branch30@she-codes.org,2020-11-29T16:28:57Z,2020-11-29T20:23:17Z,235,3728,36
616,WeWork Sunday Hacknights,branch30@she-codes.org,2020-06-07T15:14:54Z,2020-06-07T18:36:04Z,202,2909,25
617,WeWork Sunday Hacknights,branch30@she-codes.org,2020-12-06T16:27:01Z,2020-12-06T19:33:58Z,187,3032,26
618,WeWork Sunday Hacknights,branch30@she-codes.org,2021-02-07T16:27:37Z,2021-02-07T19:55:50Z,209,5816,41
619,WeWork Sunday Hacknights,branch30@she-codes.org,2020-12-20T16:26:07Z,2020-12-20T19:54:34Z,209,1479,19
620,WeWork Sunday Hacknights,branch30@she-codes.org,2020-11-15T16:27:45Z,2020-11-15T19:48:36Z,201,7021,69
621,WeWork Sunday Hacknights,branch30@she-codes.org,2020-08-09T15:31:54Z,2020-08-09T18:48:08Z,197,7751,57
622,WeWork Sunday Hacknights,branch30@she-codes.org,2021-02-21T16:23:38Z,2021-02-21T19:43:16Z,200,4222,34
623,WeWork Sunday Hacknights,branch30@she-codes.org,2020-10-18T15:29:46Z,2020-10-18T18:34:32Z,185,3687,34
624,WeWork Sunday Hacknights,branch30@she-codes.org,2020-11-08T16:28:04Z,2020-11-08T20:04:50Z,217,9163,111
625,WeWork Sunday Hacknights,branch30@she-codes.org,2021-02-14T16:30:18Z,2021-02-14T20:09:30Z,220,5358,39
626,WeWork Sunday Hacknights,branch30@she-codes.org,2020-11-22T16:28:12Z,2020-11-22T20:01:47Z,214,4443,46
627,WeWork Sunday Hacknights,branch30@she-codes.org,2021-03-14T16:31:29Z,2021-03-14T20:13:32Z,223,3281,23
628,WeWork Sunday Hacknights,branch30@she-codes.org,2021-01-03T16:27:48Z,2021-01-03T20:16:36Z,229,1854,17
629,WeWork Sunday Hacknights,branch30@she-codes.org,2020-08-16T15:14:50Z,2020-08-16T18:53:30Z,219,7110,49
630,WeWork Sunday Hacknights,branch30@she-codes.org,2021-03-21T16:30:00Z,2021-03-21T19:58:26Z,209,3304,22
631,WeWork Sunday Hacknights,branch30@she-codes.org,2020-09-13T15:21:56Z,2020-09-13T19:58:19Z,277,10881,92
632,WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-26T15:26:03Z,2020-07-26T18:46:41Z,201,8587,63
633,WeWork Sunday Hacknights,branch30@she-codes.org,2020-06-28T15:18:59Z,2020-06-28T18:30:30Z,192,2020,19
634,בחינות פרויקט גמר חדר 3,branch30@she-codes.org,2021-02-05T07:29:26Z,2021-02-05T10:07:53Z,159,442,5
635,NG אתגר הקיץ לנערות,branch40@she-codes.org,2020-08-19T07:17:34Z,2020-08-19T10:18:02Z,181,1333,21
636,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-11-24T16:18:37Z,2020-11-24T19:17:39Z,180,1032,10
637,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-05-19T15:16:30Z,2020-05-19T18:26:20Z,190,1052,9
638,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-09-22T15:36:15Z,2020-09-22T17:38:24Z,123,334,4
639,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-10-13T15:28:19Z,2020-10-13T18:18:56Z,171,385,7
640,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-10-27T16:21:15Z,2020-10-27T19:16:55Z,176,500,3
641,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-03-16T16:26:54Z,2021-03-16T17:38:44Z,72,80,2
642,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-12-29T16:26:00Z,2020-12-29T18:23:20Z,118,507,6
643,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-06-16T15:20:30Z,2020-06-16T18:20:34Z,181,848,10
644,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-03-09T16:29:31Z,2021-03-09T17:46:08Z,77,99,2
645,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-05-12T15:13:52Z,2020-05-12T18:24:29Z,191,868,9
646,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-04-07T15:18:10Z,2020-04-07T18:04:09Z,166,1041,10
647,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-12-01T16:20:53Z,2020-12-01T19:25:11Z,185,668,4
648,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-08-18T15:29:57Z,2020-08-18T18:24:34Z,175,617,4
649,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-11-03T16:24:40Z,2020-11-03T18:52:03Z,148,409,4
650,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-03-24T16:29:57Z,2020-03-24T19:24:13Z,175,2818,63
651,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-01-05T16:36:45Z,2021-01-05T19:37:59Z,182,385,3
652,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-09-15T15:24:54Z,2020-09-15T18:24:12Z,180,1079,11
653,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-03-31T15:25:16Z,2020-03-31T18:17:24Z,173,2034,59
654,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-02-16T16:25:32Z,2021-02-16T18:32:01Z,127,159,5
655,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-12-22T16:26:35Z,2020-12-22T18:48:33Z,142,416,5
656,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-06-09T15:14:25Z,2020-06-09T17:59:20Z,165,733,5
657,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-07-28T15:20:37Z,2020-07-28T18:24:40Z,185,706,4
658,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-07-21T15:11:15Z,2020-07-21T18:23:13Z,192,1100,7
659,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-07-07T15:36:27Z,2020-07-07T18:22:39Z,167,505,6
660,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-10-20T15:20:17Z,2020-10-20T17:28:24Z,129,469,7
661,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-06-30T15:22:53Z,2020-06-30T18:20:59Z,179,519,6
662,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-12-08T16:14:30Z,2020-12-08T19:12:32Z,179,855,6
663,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-11-17T16:34:32Z,2020-11-17T19:20:55Z,167,816,7
664,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-01-12T16:28:41Z,2021-01-12T19:23:50Z,176,445,3
665,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-05-05T15:25:33Z,2020-05-05T18:21:49Z,177,846,7
666,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-11-10T16:15:37Z,2020-11-10T19:27:39Z,193,2443,20
667,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-09-08T15:40:42Z,2020-09-08T18:14:21Z,154,514,6
668,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-06-02T15:21:49Z,2020-06-02T18:26:42Z,185,868,5
669,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-09-01T15:26:25Z,2020-09-01T18:07:49Z,162,741,6
670,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-02-02T16:24:09Z,2021-02-02T19:26:33Z,183,479,4
671,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-08-11T15:23:19Z,2020-08-11T18:25:16Z,182,755,6
672,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-03-09T18:17:21Z,2021-03-09T18:33:51Z,17,20,2
673,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-03-24T19:25:02Z,2020-03-24T19:36:15Z,12,111,12
674,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-01-19T16:21:26Z,2021-01-19T19:18:47Z,178,494,4
675,Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-09-29T15:32:34Z,2020-09-29T18:06:12Z,154,567,4
676,Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-09-30T14:45:18Z,2020-09-30T18:14:33Z,210,3960,41
677,Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-09-16T14:45:36Z,2020-09-16T18:05:39Z,201,3423,34
678,Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-03-25T15:51:11Z,2020-03-25T19:24:19Z,214,10332,217
679,Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2021-02-17T15:55:52Z,2021-02-17T19:06:36Z,191,3032,24
680,Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2021-01-13T15:50:40Z,2021-01-13T19:41:01Z,231,4972,43
681,Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-05-06T14:37:58Z,2020-05-06T18:08:41Z,211,6028,46
682,Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-11-25T15:36:53Z,2020-11-25T19:04:14Z,208,7431,61
683,Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-06-03T14:46:20Z,2020-06-03T18:16:35Z,211,4968,41
684,Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-09-02T14:53:07Z,2020-09-02T18:18:06Z,205,4826,36
685,Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-04-22T14:47:59Z,2020-04-22T20:08:20Z,321,8230,130
686,Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-08-26T14:48:54Z,2020-08-26T18:28:16Z,220,5037,40
