topic,user_email,start_time,end_time,duration,participants_count
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-12-01T16:10:15Z,2020-12-01T20:04:17Z,235,40
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2021-02-09T17:30:50Z,2021-02-09T20:13:33Z,163,43
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2021-02-02T16:00:10Z,2021-02-02T16:13:08Z,13,2
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2021-03-02T17:23:00Z,2021-03-02T20:20:13Z,178,31
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-06-16T16:28:36Z,2020-06-16T18:56:22Z,148,10
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2021-01-26T17:38:44Z,2021-01-26T20:06:56Z,149,14
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-09-08T16:17:53Z,2020-09-08T18:56:19Z,159,12
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-05-05T16:16:21Z,2020-05-05T19:00:43Z,165,13
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-07-21T16:14:54Z,2020-07-21T18:59:35Z,165,27
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-07-07T16:25:37Z,2020-07-07T19:23:04Z,178,12
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2021-01-05T17:29:52Z,2021-01-05T20:14:56Z,166,18
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2021-02-23T17:26:09Z,2021-02-23T20:10:29Z,165,33
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-09-29T14:56:29Z,2020-09-29T19:08:20Z,252,41
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2021-04-06T16:36:07Z,2021-04-06T19:11:44Z,156,24
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-07-28T16:19:15Z,2020-07-28T19:14:15Z,176,16
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-05-12T16:25:28Z,2020-05-12T19:00:20Z,155,13
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-11-24T17:26:20Z,2020-11-24T20:21:42Z,176,35
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-03-17T17:23:54Z,2020-03-17T20:00:18Z,157,20
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2021-02-16T17:25:42Z,2021-02-16T20:07:43Z,163,34
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-12-29T17:24:21Z,2020-12-29T20:16:16Z,172,10
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-10-13T16:11:49Z,2020-10-13T19:11:05Z,180,27
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-03-31T16:15:41Z,2020-03-31T18:59:59Z,165,66
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-03-24T17:15:27Z,2020-03-24T20:05:14Z,170,58
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-10-27T17:20:13Z,2020-10-27T19:45:58Z,146,17
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-08-04T16:26:03Z,2020-08-04T19:09:57Z,164,17
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-08-18T16:24:17Z,2020-08-18T19:01:04Z,157,15
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-11-10T17:12:36Z,2020-11-10T20:16:34Z,184,58
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-11-03T17:30:23Z,2020-11-03T20:02:09Z,152,17
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-06-23T16:28:31Z,2020-06-23T19:04:15Z,156,8
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-03-22T06:51:01Z,2020-03-22T06:59:21Z,9,4
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-08-25T16:28:46Z,2020-08-25T20:34:52Z,247,7
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-06-09T16:26:13Z,2020-06-09T18:57:44Z,152,12
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-11-17T17:18:42Z,2020-11-17T20:50:24Z,212,39
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-09-01T16:18:45Z,2020-09-01T19:05:12Z,167,13
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-12-22T17:25:59Z,2020-12-22T19:58:36Z,153,8
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-04-07T16:24:35Z,2020-04-07T19:00:05Z,156,23
Modiin Tuesday 19:30-22:00,branch30@she-codes.org,2020-09-15T16:22:44Z,2020-09-15T19:21:56Z,180,59
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-12-23T16:06:22Z,2020-12-23T19:32:42Z,207,37
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-08-12T14:56:20Z,2020-08-12T18:04:48Z,189,47
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-08-05T14:48:37Z,2020-08-05T18:10:30Z,202,49
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-03-25T15:42:06Z,2020-03-25T19:19:23Z,218,268
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-10-28T15:51:59Z,2020-10-28T19:08:36Z,197,37
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-09-09T15:01:11Z,2020-09-09T18:09:44Z,189,44
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-12-09T16:00:03Z,2020-12-09T19:14:35Z,195,47
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-08-26T14:57:13Z,2020-08-26T18:04:10Z,187,24
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-02-17T15:57:08Z,2021-02-17T19:30:31Z,214,59
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-07-29T15:00:04Z,2020-07-29T18:11:37Z,192,49
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-01-27T15:52:20Z,2021-01-27T18:58:19Z,186,26
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-11-04T16:00:40Z,2020-11-04T19:13:33Z,193,29
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-11-25T15:59:36Z,2020-11-25T19:42:06Z,223,55
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-06-24T14:46:21Z,2020-06-24T18:41:50Z,236,27
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-09-23T15:00:13Z,2020-09-24T21:00:13Z,1800,68
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-07-01T14:57:33Z,2020-07-01T18:06:58Z,190,22
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-06-17T15:00:33Z,2020-06-17T18:14:05Z,194,36
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-03-24T16:03:00Z,2021-03-24T19:16:40Z,194,27
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-01-06T15:58:42Z,2021-01-06T19:31:14Z,213,34
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-05-06T14:50:42Z,2020-05-06T19:44:34Z,294,56
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-03-17T16:01:37Z,2021-03-17T19:50:18Z,229,33
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-07-08T14:56:07Z,2020-07-08T18:16:02Z,200,22
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-11-18T16:00:02Z,2020-11-18T19:33:09Z,214,62
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-12-16T15:58:46Z,2020-12-16T19:21:21Z,203,32
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-03-18T15:59:09Z,2020-03-18T19:27:27Z,209,300
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-06-03T14:44:41Z,2020-06-03T18:45:38Z,241,35
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-09-02T15:01:50Z,2020-09-02T18:16:20Z,195,45
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-03-10T15:52:22Z,2021-03-10T19:53:37Z,242,39
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-06-10T14:56:28Z,2020-06-10T19:16:48Z,261,32
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-05-27T14:51:30Z,2020-05-27T18:10:59Z,200,36
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-07-22T14:58:23Z,2020-07-22T18:09:42Z,192,75
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-12-30T16:02:25Z,2020-12-30T20:20:32Z,259,32
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-08-19T15:01:04Z,2020-08-19T17:59:03Z,178,35
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-09-16T14:56:47Z,2020-09-16T18:04:47Z,189,61
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-01-20T16:01:59Z,2021-01-20T19:47:58Z,226,38
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-05-20T14:50:55Z,2020-05-20T18:11:50Z,201,47
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-02-03T16:02:01Z,2021-02-03T19:43:15Z,222,85
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-04-01T15:03:31Z,2020-04-01T18:31:03Z,208,228
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-11-11T16:01:12Z,2020-11-11T19:37:37Z,217,73
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-09-30T14:53:16Z,2020-09-30T18:15:08Z,202,72
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-07-15T15:01:25Z,2020-07-15T18:07:12Z,186,33
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-05-13T14:49:05Z,2020-05-13T18:31:44Z,223,47
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-03-03T15:57:11Z,2021-03-03T19:11:46Z,195,45
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-02-10T16:01:33Z,2021-02-10T19:24:29Z,203,54
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-02-24T16:02:18Z,2021-02-24T18:46:46Z,165,45
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-12-02T16:06:09Z,2020-12-02T19:03:21Z,178,51
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2021-01-13T16:02:21Z,2021-01-13T19:49:12Z,227,38
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-10-14T15:01:12Z,2020-10-14T18:13:58Z,193,42
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-10-21T15:00:44Z,2020-10-21T18:34:47Z,215,37
"Bar Ilan University, Wednesday 18:00-21:00",branch30@she-codes.org,2020-04-22T14:25:15Z,2020-04-22T18:51:33Z,267,193
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-09-14T14:51:20Z,2020-09-14T18:41:15Z,230,52
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-03-22T16:22:52Z,2021-03-22T19:29:23Z,187,17
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-10-26T16:10:11Z,2020-10-26T19:37:17Z,208,22
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-08-24T14:58:42Z,2020-08-24T18:38:54Z,221,15
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-11-23T16:15:31Z,2020-11-23T19:36:38Z,202,24
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-12-07T16:27:33Z,2020-12-07T19:40:21Z,193,19
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-01-18T16:27:54Z,2021-01-18T19:21:02Z,174,13
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-03-08T16:17:24Z,2021-03-08T19:30:47Z,194,13
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-04-05T15:25:54Z,2021-04-05T18:34:43Z,189,20
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-07-16T13:23:22Z,2020-07-16T13:38:50Z,16,2
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-01-11T16:15:25Z,2021-01-11T19:32:52Z,198,15
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-09-07T14:41:19Z,2020-09-07T18:40:35Z,240,9
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-10-19T15:19:46Z,2020-10-19T18:35:27Z,196,35
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-07-27T15:06:42Z,2020-07-27T18:40:12Z,214,11
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-02-22T16:23:25Z,2021-02-22T19:34:28Z,192,19
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-11-30T16:19:55Z,2020-11-30T19:39:09Z,200,21
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-11-02T16:19:30Z,2020-11-02T19:33:39Z,195,21
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-02-08T16:20:28Z,2021-02-08T19:30:48Z,191,23
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-07-16T13:52:25Z,2020-07-16T14:12:58Z,21,3
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-02-15T16:29:03Z,2021-02-15T19:35:49Z,187,21
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-01-04T16:19:17Z,2021-01-04T19:28:46Z,190,21
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-03-15T16:18:25Z,2021-03-15T19:33:20Z,195,15
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-07-20T15:07:25Z,2020-07-20T18:45:57Z,219,22
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-08-03T15:20:24Z,2020-08-03T19:13:05Z,233,12
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-10-12T14:57:05Z,2020-10-12T18:36:30Z,220,31
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-03-01T16:26:55Z,2021-03-01T19:30:20Z,184,19
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-08-10T15:13:59Z,2020-08-10T18:46:52Z,213,12
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2021-01-25T16:25:51Z,2021-01-25T19:29:16Z,184,9
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-08-17T12:54:18Z,2020-08-17T18:40:39Z,347,15
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-12-21T16:15:37Z,2020-12-21T19:27:32Z,192,11
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-11-09T16:20:56Z,2020-11-09T19:34:37Z,194,34
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-11-16T16:18:32Z,2020-11-16T19:33:37Z,196,25
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-09-21T15:06:53Z,2020-09-21T18:36:47Z,210,49
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-12-14T16:19:28Z,2020-12-14T19:26:17Z,187,12
Radware - Mondays 18:30-21:30,branch30@she-codes.org,2020-12-28T16:25:53Z,2020-12-28T19:28:55Z,184,8
WeWork Sunday Hacknights,branch30@she-codes.org,2020-12-13T16:26:59Z,2020-12-13T20:01:02Z,215,14
WeWork Sunday Hacknights,branch30@she-codes.org,2021-01-17T16:31:35Z,2021-01-17T19:46:26Z,195,13
WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-05T15:22:01Z,2020-07-05T19:01:49Z,220,15
WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-19T18:07:28Z,2020-07-19T18:43:55Z,37,35
WeWork Sunday Hacknights,branch30@she-codes.org,2020-10-11T15:29:33Z,2020-10-11T18:57:50Z,209,36
WeWork Sunday Hacknights,branch30@she-codes.org,2020-08-23T15:32:50Z,2020-08-23T19:52:26Z,260,37
WeWork Sunday Hacknights,branch30@she-codes.org,2020-10-25T16:29:38Z,2020-10-25T19:58:41Z,210,38
WeWork Sunday Hacknights,branch30@she-codes.org,2021-04-04T15:30:09Z,2021-04-04T18:58:24Z,209,21
WeWork Sunday Hacknights,branch30@she-codes.org,2021-01-10T16:28:38Z,2021-01-10T19:36:32Z,188,19
WeWork Sunday Hacknights,branch30@she-codes.org,2020-11-01T16:28:38Z,2020-11-01T19:47:42Z,200,35
WeWork Sunday Hacknights,branch30@she-codes.org,2021-01-31T16:17:41Z,2021-01-31T20:00:18Z,223,59
WeWork Sunday Hacknights,branch30@she-codes.org,2020-06-14T15:25:25Z,2020-06-14T18:30:44Z,186,14
WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-19T18:05:17Z,2020-07-19T18:05:53Z,1,15
WeWork Sunday Hacknights,branch30@she-codes.org,2021-02-18T11:36:21Z,2021-02-18T11:57:43Z,22,2
WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-12T15:29:17Z,2020-07-12T18:35:45Z,187,9
WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-19T18:01:21Z,2020-07-19T18:02:22Z,2,18
WeWork Sunday Hacknights,branch30@she-codes.org,2020-05-31T15:28:36Z,2020-05-31T19:10:32Z,222,23
WeWork Sunday Hacknights,branch30@she-codes.org,2020-09-06T15:32:22Z,2020-09-06T18:34:19Z,182,27
WeWork Sunday Hacknights,branch30@she-codes.org,2021-01-24T16:30:54Z,2021-01-24T19:29:01Z,179,10
WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-19T15:24:00Z,2020-07-19T17:57:43Z,154,72
WeWork Sunday Hacknights,branch30@she-codes.org,2020-08-02T15:26:48Z,2020-08-02T18:45:07Z,199,56
WeWork Sunday Hacknights,branch30@she-codes.org,2020-12-27T16:29:28Z,2020-12-27T19:49:39Z,201,18
WeWork Sunday Hacknights,branch30@she-codes.org,2021-02-28T16:31:29Z,2021-02-28T19:48:25Z,197,30
WeWork Sunday Hacknights,branch30@she-codes.org,2020-11-29T16:28:57Z,2020-11-29T20:23:17Z,235,36
WeWork Sunday Hacknights,branch30@she-codes.org,2020-06-07T15:14:54Z,2020-06-07T18:36:04Z,202,25
WeWork Sunday Hacknights,branch30@she-codes.org,2020-12-06T16:27:01Z,2020-12-06T19:33:58Z,187,26
WeWork Sunday Hacknights,branch30@she-codes.org,2021-02-07T16:27:37Z,2021-02-07T19:55:50Z,209,41
WeWork Sunday Hacknights,branch30@she-codes.org,2020-12-20T16:26:07Z,2020-12-20T19:54:34Z,209,19
WeWork Sunday Hacknights,branch30@she-codes.org,2020-11-15T16:27:45Z,2020-11-15T19:48:36Z,201,69
WeWork Sunday Hacknights,branch30@she-codes.org,2020-08-09T15:31:54Z,2020-08-09T18:48:08Z,197,57
WeWork Sunday Hacknights,branch30@she-codes.org,2021-02-21T16:23:38Z,2021-02-21T19:43:16Z,200,34
WeWork Sunday Hacknights,branch30@she-codes.org,2020-10-18T15:29:46Z,2020-10-18T18:34:32Z,185,34
WeWork Sunday Hacknights,branch30@she-codes.org,2020-11-08T16:28:04Z,2020-11-08T20:04:50Z,217,111
WeWork Sunday Hacknights,branch30@she-codes.org,2021-02-14T16:30:18Z,2021-02-14T20:09:30Z,220,39
WeWork Sunday Hacknights,branch30@she-codes.org,2020-11-22T16:28:12Z,2020-11-22T20:01:47Z,214,46
WeWork Sunday Hacknights,branch30@she-codes.org,2021-03-14T16:31:29Z,2021-03-14T20:13:32Z,223,23
WeWork Sunday Hacknights,branch30@she-codes.org,2021-01-03T16:27:48Z,2021-01-03T20:16:36Z,229,17
WeWork Sunday Hacknights,branch30@she-codes.org,2020-08-16T15:14:50Z,2020-08-16T18:53:30Z,219,49
WeWork Sunday Hacknights,branch30@she-codes.org,2021-03-21T16:30:00Z,2021-03-21T19:58:26Z,209,22
WeWork Sunday Hacknights,branch30@she-codes.org,2020-09-13T15:21:56Z,2020-09-13T19:58:19Z,277,92
WeWork Sunday Hacknights,branch30@she-codes.org,2020-07-26T15:26:03Z,2020-07-26T18:46:41Z,201,63
WeWork Sunday Hacknights,branch30@she-codes.org,2020-06-28T15:18:59Z,2020-06-28T18:30:30Z,192,19
בחינות פרויקט גמר חדר 3,branch30@she-codes.org,2021-02-05T07:29:26Z,2021-02-05T10:07:53Z,159,5
NG אתגר הקיץ לנערות,branch40@she-codes.org,2020-08-19T07:17:34Z,2020-08-19T10:18:02Z,181,21
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-11-24T16:18:37Z,2020-11-24T19:17:39Z,180,10
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-05-19T15:16:30Z,2020-05-19T18:26:20Z,190,9
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-09-22T15:36:15Z,2020-09-22T17:38:24Z,123,4
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-10-13T15:28:19Z,2020-10-13T18:18:56Z,171,7
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-10-27T16:21:15Z,2020-10-27T19:16:55Z,176,3
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-03-16T16:26:54Z,2021-03-16T17:38:44Z,72,2
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-12-29T16:26:00Z,2020-12-29T18:23:20Z,118,6
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-06-16T15:20:30Z,2020-06-16T18:20:34Z,181,10
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-03-09T16:29:31Z,2021-03-09T17:46:08Z,77,2
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-05-12T15:13:52Z,2020-05-12T18:24:29Z,191,9
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-04-07T15:18:10Z,2020-04-07T18:04:09Z,166,10
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-12-01T16:20:53Z,2020-12-01T19:25:11Z,185,4
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-08-18T15:29:57Z,2020-08-18T18:24:34Z,175,4
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-11-03T16:24:40Z,2020-11-03T18:52:03Z,148,4
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-03-24T16:29:57Z,2020-03-24T19:24:13Z,175,63
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-01-05T16:36:45Z,2021-01-05T19:37:59Z,182,3
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-09-15T15:24:54Z,2020-09-15T18:24:12Z,180,11
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-03-31T15:25:16Z,2020-03-31T18:17:24Z,173,59
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-02-16T16:25:32Z,2021-02-16T18:32:01Z,127,5
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-12-22T16:26:35Z,2020-12-22T18:48:33Z,142,5
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-06-09T15:14:25Z,2020-06-09T17:59:20Z,165,5
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-07-28T15:20:37Z,2020-07-28T18:24:40Z,185,4
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-07-21T15:11:15Z,2020-07-21T18:23:13Z,192,7
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-07-07T15:36:27Z,2020-07-07T18:22:39Z,167,6
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-10-20T15:20:17Z,2020-10-20T17:28:24Z,129,7
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-06-30T15:22:53Z,2020-06-30T18:20:59Z,179,6
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-12-08T16:14:30Z,2020-12-08T19:12:32Z,179,6
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-11-17T16:34:32Z,2020-11-17T19:20:55Z,167,7
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-01-12T16:28:41Z,2021-01-12T19:23:50Z,176,3
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-05-05T15:25:33Z,2020-05-05T18:21:49Z,177,7
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-11-10T16:15:37Z,2020-11-10T19:27:39Z,193,20
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-09-08T15:40:42Z,2020-09-08T18:14:21Z,154,6
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-06-02T15:21:49Z,2020-06-02T18:26:42Z,185,5
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-09-01T15:26:25Z,2020-09-01T18:07:49Z,162,6
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-02-02T16:24:09Z,2021-02-02T19:26:33Z,183,4
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-08-11T15:23:19Z,2020-08-11T18:25:16Z,182,6
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-03-09T18:17:21Z,2021-03-09T18:33:51Z,17,2
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-03-24T19:25:02Z,2020-03-24T19:36:15Z,12,12
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2021-01-19T16:21:26Z,2021-01-19T19:18:47Z,178,4
Ariel University Tuesday 18:30-22:00,branch40@she-codes.org,2020-09-29T15:32:34Z,2020-09-29T18:06:12Z,154,4
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-09-30T14:45:18Z,2020-09-30T18:14:33Z,210,41
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-09-16T14:45:36Z,2020-09-16T18:05:39Z,201,34
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-03-25T15:51:11Z,2020-03-25T19:24:19Z,214,217
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2021-02-17T15:55:52Z,2021-02-17T19:06:36Z,191,24
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2021-01-13T15:50:40Z,2021-01-13T19:41:01Z,231,43
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-05-06T14:37:58Z,2020-05-06T18:08:41Z,211,46
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-11-25T15:36:53Z,2020-11-25T19:04:14Z,208,61
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-06-03T14:46:20Z,2020-06-03T18:16:35Z,211,41
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-09-02T14:53:07Z,2020-09-02T18:18:06Z,205,36
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-04-22T14:47:59Z,2020-04-22T20:08:20Z,321,130
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-08-26T14:48:54Z,2020-08-26T18:28:16Z,220,40
Weizmann Institute Wednesday 18:00-21:00,branch40@she-codes.org,2020-05-20T14:44:25Z,2020-05-20T18:20:52Z,217,39
